,prix,Cheval,Carburant,Boite_a_vitesse,Modele,Kilometrage,Age
7294,33000,6,Diesel,Manuelle,Logan,170 000 - 179 999,16
7295,78000,6,Diesel,Manuelle,Logan,110 000 - 119 999,9
7296,49000,8,Essence,Manuelle,Logan,200 000 - 249 999,16
7297,85000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,10
7298,95000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,7
7299,133000,7,Diesel,Manuelle,Dokker,30 000 - 34 999,2
7300,117000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,4
7301,60000,6,Diesel,Manuelle,Logan,5 000 - 9 999,21
7302,85000,6,Diesel,Manuelle,Dokker,20 000 - 24 999,10
7303,103000,6,Diesel,Manuelle,Dokker,45 000 - 49 999,6
7304,63000,6,Diesel,Manuelle,Logan,5 000 - 9 999,10
7305,95000,6,Diesel,Manuelle,Duster,130 000 - 139 999,8
7306,92000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,8
7307,60000,6,Diesel,Manuelle,Logan,190 000 - 199 999,11
7308,87000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,10
7309,113000,6,Diesel,Manuelle,Dokker,0 - 4 999,5
7310,125000,6,Diesel,Manuelle,Duster,120 000 - 129 999,8
7311,67000,6,Diesel,Manuelle,Logan,15 000 - 19 999,14
7312,110000,6,Diesel,Manuelle,Duster,160 000 - 169 999,11
7313,68000,6,Diesel,Manuelle,Logan,150 000 - 159 999,11
7314,85000,6,Diesel,Manuelle,Logan,140 000 - 149 999,8
7315,123000,6,Diesel,Manuelle,Dokker,35 000 - 39 999,5
7316,96000,6,Diesel,Manuelle,Logan,10 000 - 14 999,4
7317,45000,8,Essence,Manuelle,Logan,150 000 - 159 999,17
7318,53000,6,Diesel,Manuelle,Logan,5 000 - 9 999,17
7319,68000,6,Diesel,Manuelle,Logan,150 000 - 159 999,11
7320,49000,8,Essence,Manuelle,Logan,5 000 - 9 999,17
7321,60000,7,Diesel,Manuelle,Logan,120 000 - 129 999,13
7322,117000,6,Diesel,Automatique,Logan,40 000 - 44 999,4
7323,117000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,4
7324,109000,6,Diesel,Manuelle,Logan,55 000 - 59 999,3
7325,46000,8,Essence,Manuelle,Logan,15 000 - 19 999,14
7326,53000,6,Diesel,Manuelle,Logan,170 000 - 179 999,15
7327,60000,7,Diesel,Manuelle,Logan,0 - 4 999,15
7328,100000,6,Diesel,Manuelle,Logan,95 000 - 99 999,5
7329,122000,6,Diesel,Manuelle,Logan,30 000 - 34 999,3
7330,82000,6,Diesel,Manuelle,Logan,180 000 - 189 999,8
7331,82000,6,Diesel,Manuelle,Logan,10 000 - 14 999,8
7332,48000,6,Essence,Manuelle,Logan,25 000 - 29 999,17
7333,65000,8,Essence,Manuelle,Logan,190 000 - 199 999,11
7334,47000,6,Essence,Manuelle,Logan,5 000 - 9 999,12
7335,55000,6,Diesel,Manuelle,Logan,20 000 - 24 999,12
7336,155000,6,Diesel,Manuelle,Logan,10 000 - 14 999,1
7337,54000,8,Essence,Manuelle,Logan,180 000 - 189 999,12
7338,109000,6,Diesel,Manuelle,Logan,85 000 - 89 999,3
7339,88000,6,Diesel,Manuelle,Logan,20 000 - 24 999,7
7340,112000,6,Diesel,Manuelle,Logan,0 - 4 999,4
7341,38000,8,Essence,Manuelle,Logan,25 000 - 29 999,17
7342,60500,6,Essence,Manuelle,Logan,130 000 - 139 999,11
7343,115000,6,Diesel,Manuelle,Duster,170 000 - 179 999,8
7344,90000,6,Diesel,Manuelle,Logan,170 000 - 179 999,5
7345,88000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,9
7346,167000,6,Diesel,Automatique,Duster,100 000 - 109 999,5
7347,75000,6,Diesel,Manuelle,Logan,0 - 4 999,6
7348,53000,6,Diesel,Manuelle,Logan,5 000 - 9 999,16
7349,53000,6,Diesel,Manuelle,Logan,5 000 - 9 999,16
7350,59000,6,Diesel,Manuelle,Logan,150 000 - 159 999,15
7351,112000,6,Diesel,Manuelle,Logan,70 000 - 74 999,5
7352,50300,8,Essence,Manuelle,Logan,200 000 - 249 999,17
7353,103000,6,Diesel,Manuelle,Dokker,0 - 4 999,6
7354,65000,8,Essence,Automatique,Logan,140 000 - 149 999,9
7355,70000,8,Essence,Automatique,Logan,200 000 - 249 999,7
7356,112000,6,Diesel,Manuelle,Logan,10 000 - 14 999,5
7357,55000,6,Diesel,Manuelle,Logan,160 000 - 169 999,12
7358,83000,6,Diesel,Manuelle,Logan,85 000 - 89 999,9
7359,83000,6,Diesel,Manuelle,Logan,85 000 - 89 999,9
7360,43000,6,Essence,Manuelle,Logan,190 000 - 199 999,18
7361,100000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,6
7362,70000,7,Diesel,Manuelle,Logan,170 000 - 179 999,12
7363,56000,6,Diesel,Manuelle,Logan,250 000 - 299 999,12
7364,89000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,4
7365,140000,6,Diesel,Manuelle,Logan,15 000 - 19 999,2
7366,58000,6,Diesel,Manuelle,Logan,190 000 - 199 999,12
7367,116000,6,Diesel,Manuelle,Dokker,0 - 4 999,5
7368,140000,6,Diesel,Manuelle,Logan,15 000 - 19 999,2
7369,55000,7,Diesel,Manuelle,Logan,0 - 4 999,17
7370,106000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,6
7371,32000,8,Essence,Manuelle,Logan,0 - 4 999,15
7372,125000,6,Diesel,Manuelle,Duster,10 000 - 14 999,8
7373,35000,8,Essence,Manuelle,Logan,10 000 - 14 999,16
7374,97000,6,Diesel,Manuelle,Duster,200 000 - 249 999,11
7375,65000,6,Diesel,Manuelle,Logan,20 000 - 24 999,14
7376,110000,6,Diesel,Manuelle,Duster,10 000 - 14 999,9
7377,55000,8,Essence,Manuelle,Logan,170 000 - 179 999,16
7378,102000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,6
7379,90000,6,Diesel,Manuelle,Dokker,0 - 4 999,8
7380,32000,8,Essence,Manuelle,Logan,5 000 - 9 999,15
7381,83000,6,Diesel,Manuelle,Logan,180 000 - 189 999,8
7382,80000,5,Diesel,Manuelle,Logan,120 000 - 129 999,6
7383,113000,6,Diesel,Manuelle,Logan,50 000 - 54 999,2
7384,105000,6,Diesel,Manuelle,Duster,170 000 - 179 999,11
7385,95000,6,Diesel,Manuelle,Logan,75 000 - 79 999,6
7386,95000,6,Diesel,Manuelle,Logan,75 000 - 79 999,6
7387,46000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
7388,130000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,6
7389,95000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,9
7390,114000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,4
7391,92000,6,Diesel,Automatique,Duster,190 000 - 199 999,12
7392,82000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,7
7393,128000,6,Diesel,Manuelle,Logan,60 000 - 64 999,2
7394,42000,7,Essence,Manuelle,Logan,95 000 - 99 999,14
7395,103000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,7
7396,69000,7,Essence,Manuelle,Logan,140 000 - 149 999,4
7397,60000,7,Diesel,Manuelle,Logan,200 000 - 249 999,12
7398,55000,6,Diesel,Manuelle,Logan,350 000 - 399 999,17
7399,53000,6,Diesel,Manuelle,Logan,250 000 - 299 999,12
7400,100000,7,Diesel,Manuelle,Dokker,10 000 - 14 999,10
7401,62000,6,Diesel,Manuelle,Logan,150 000 - 159 999,12
7402,100000,6,Diesel,Manuelle,Duster,130 000 - 139 999,12
7403,148000,6,Diesel,Manuelle,Dokker,65 000 - 69 999,4
7404,117000,6,Diesel,Manuelle,Dokker,50 000 - 54 999,3
7405,11000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,5
7406,53000,7,Essence,Manuelle,Logan,180 000 - 189 999,8
7407,123000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,6
7408,123000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,6
7409,114000,6,Diesel,Manuelle,Logan,160 000 - 169 999,5
7410,52000,6,Diesel,Manuelle,Logan,0 - 4 999,17
7411,60000,7,Diesel,Manuelle,Dokker,20 000 - 24 999,9
7412,95000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,9
7413,59000,6,Diesel,Manuelle,Logan,350 000 - 399 999,15
7414,120000,6,Diesel,Manuelle,Duster,65 000 - 69 999,7
7415,115000,6,Diesel,Manuelle,Dokker,10 000 - 14 999,7
7416,50000,8,Essence,Manuelle,Logan,180 000 - 189 999,13
7417,45000,8,Diesel,Manuelle,Logan,35 000 - 39 999,17
7418,84000,6,Diesel,Manuelle,Logan,180 000 - 189 999,8
7419,55000,6,Diesel,Manuelle,Logan,45 000 - 49 999,16
7420,55000,6,Diesel,Manuelle,Logan,400 000 - 449 999,16
7421,76000,6,Diesel,Manuelle,Logan,140 000 - 149 999,8
7422,58000,6,Diesel,Manuelle,Logan,0 - 4 999,17
7423,102000,6,Diesel,Manuelle,Duster,180 000 - 189 999,9
7424,148000,6,Diesel,Automatique,Duster,90 000 - 94 999,5
7425,96000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,6
7426,53000,6,Diesel,Manuelle,Logan,170 000 - 179 999,10
7427,96000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,9
7428,93000,6,Diesel,Manuelle,Logan,100 000 - 109 999,6
7429,116000,6,Diesel,Manuelle,Logan,40 000 - 44 999,3
7430,67000,6,Diesel,Manuelle,Logan,190 000 - 199 999,13
7431,78000,7,Essence,Manuelle,Logan,180 000 - 189 999,6
7432,81000,5,Diesel,Manuelle,Logan,180 000 - 189 999,5
7433,39000,6,Diesel,Manuelle,Logan,90 000 - 94 999,11
7434,130000,6,Diesel,Manuelle,Duster,35 000 - 39 999,7
7435,90000,6,Diesel,Manuelle,Logan,40 000 - 44 999,4
7436,63000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
7437,104000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,6
7438,95000,6,Diesel,Manuelle,Logan,90 000 - 94 999,6
7439,95000,6,Diesel,Manuelle,Logan,90 000 - 94 999,6
7440,86000,6,Diesel,Manuelle,Logan,180 000 - 189 999,8
7441,100000,12,Essence,Manuelle,Duster,90 000 - 94 999,7
7442,112000,6,Diesel,Manuelle,Duster,170 000 - 179 999,9
7443,78000,6,Diesel,Manuelle,Logan,95 000 - 99 999,6
7444,120000,6,Diesel,Manuelle,Duster,65 000 - 69 999,7
7445,95000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,7
7446,95000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,9
7447,68000,6,Diesel,Manuelle,Logan,200 000 - 249 999,13
7448,132000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,6
7449,80000,7,Diesel,Manuelle,Logan,50 000 - 54 999,7
7450,80000,7,Diesel,Manuelle,Logan,150 000 - 159 999,7
7451,60000,6,Diesel,Manuelle,Logan,160 000 - 169 999,16
7452,110000,5,Diesel,Manuelle,Logan,50 000 - 54 999,4
7453,63000,5,Diesel,Manuelle,Logan,200 000 - 249 999,11
7454,85000,5,Diesel,Manuelle,Dokker,0 - 4 999,9
7455,95000,6,Diesel,Manuelle,Dokker,250 000 - 299 999,10
7456,106000,6,Diesel,Manuelle,Logan,110 000 - 119 999,5
7457,88000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,8
7458,89000,6,Diesel,Manuelle,Duster,140 000 - 149 999,9
7459,62000,7,Essence,Manuelle,Logan,15 000 - 19 999,7
7460,88000,6,Diesel,Manuelle,Logan,140 000 - 149 999,7
7461,50000,6,Diesel,Manuelle,Logan,20 000 - 24 999,14
7462,53000,6,Essence,Manuelle,Logan,180 000 - 189 999,15
7463,90000,6,Diesel,Manuelle,Logan,90 000 - 94 999,6
7464,58000,8,Essence,Manuelle,Logan,150 000 - 159 999,10
7465,10000,6,Diesel,Manuelle,Dokker,0 - 4 999,9
7466,69990,7,Essence,Manuelle,Logan,130 000 - 139 999,4
7467,69990,7,Essence,Manuelle,Logan,130 000 - 139 999,4
7468,42000,8,Essence,Manuelle,Logan,150 000 - 159 999,15
7469,100000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,8
7470,102000,6,Diesel,Manuelle,Logan,80 000 - 84 999,5
7471,53000,6,Diesel,Manuelle,Logan,190 000 - 199 999,16
7472,65000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,9
7473,56000,6,Diesel,Manuelle,Logan,450 000 - 499 999,14
7474,135000,6,Diesel,Manuelle,Duster,80 000 - 84 999,6
7475,110000,6,Diesel,Manuelle,Duster,120 000 - 129 999,7
7476,117000,6,Diesel,Manuelle,Dokker,70 000 - 74 999,5
7477,62000,6,Essence,Manuelle,Logan,130 000 - 139 999,7
7478,113000,6,Diesel,Manuelle,Logan,50 000 - 54 999,3
7479,130000,7,Diesel,Manuelle,Duster,200 000 - 249 999,10
7480,60000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
7481,55000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
7482,115000,7,Diesel,Manuelle,Dokker,120 000 - 129 999,5
7483,71000,7,Essence,Manuelle,Logan,170 000 - 179 999,8
7484,183000,6,Diesel,Manuelle,Duster,50 000 - 54 999,3
7485,60000,6,Diesel,Manuelle,Logan,5 000 - 9 999,12
7486,55000,7,Diesel,Manuelle,Logan,180 000 - 189 999,16
7487,94000,6,Diesel,Manuelle,Duster,170 000 - 179 999,12
7488,85000,6,Diesel,Manuelle,Logan,110 000 - 119 999,7
7489,70000,6,Diesel,Manuelle,Logan,5 000 - 9 999,9
7490,99000,6,Diesel,Manuelle,Logan,45 000 - 49 999,6
7491,42000,6,Essence,Manuelle,Logan,5 000 - 9 999,15
7492,53000,6,Diesel,Manuelle,Logan,350 000 - 399 999,17
7493,110000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,7
7494,135000,6,Diesel,Manuelle,Duster,80 000 - 84 999,7
7495,175000,6,Diesel,Manuelle,Duster,75 000 - 79 999,4
7496,98000,6,Diesel,Manuelle,Dokker,85 000 - 89 999,3
7497,97000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,7
7498,51000,6,Diesel,Manuelle,Logan,170 000 - 179 999,13
7499,112000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,5
7500,93000,6,Diesel,Manuelle,Logan,65 000 - 69 999,4
7501,65000,6,Diesel,Manuelle,Logan,200 000 - 249 999,13
7502,120000,6,Diesel,Manuelle,Duster,110 000 - 119 999,7
7503,112000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,5
7504,42000,6,Diesel,Manuelle,Logan,80 000 - 84 999,19
7505,175000,6,Diesel,Automatique,Duster,110 000 - 119 999,4
7506,96000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,6
7507,47000,8,Essence,Manuelle,Logan,20 000 - 24 999,15
7508,81000,6,Diesel,Manuelle,Logan,190 000 - 199 999,6
7509,110000,6,Diesel,Manuelle,Logan,110 000 - 119 999,5
7510,145000,6,Essence,Automatique,Logan,0 - 4 999,2
7511,82000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,7
7512,109000,6,Diesel,Manuelle,Duster,130 000 - 139 999,8
7513,85000,6,Diesel,Manuelle,Logan,0 - 4 999,7
7514,125000,7,Diesel,Manuelle,Duster,15 000 - 19 999,8
7515,62000,6,Diesel,Manuelle,Logan,150 000 - 159 999,11
7516,61000,7,Diesel,Manuelle,Logan,20 000 - 24 999,9
7517,62000,7,Diesel,Manuelle,Logan,100 000 - 109 999,9
7518,120000,5,Diesel,Manuelle,Dokker,85 000 - 89 999,4
7519,130000,7,Diesel,Manuelle,Dokker,5 000 - 9 999,3
7520,89000,7,Diesel,Manuelle,Logan,20 000 - 24 999,7
7521,127000,6,Diesel,Manuelle,Duster,110 000 - 119 999,6
7522,35000,8,Essence,Manuelle,Logan,150 000 - 159 999,12
7523,96000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,7
7524,87000,5,Diesel,Manuelle,Logan,95 000 - 99 999,7
7525,127000,7,Diesel,Manuelle,Dokker,120 000 - 129 999,4
7526,72000,6,Diesel,Manuelle,Logan,95 000 - 99 999,10
7527,105000,6,Diesel,Manuelle,Logan,10 000 - 14 999,6
7528,65000,6,Diesel,Manuelle,Logan,190 000 - 199 999,13
7529,49000,6,Diesel,Manuelle,Logan,35 000 - 39 999,16
7530,52000,8,Essence,Manuelle,Logan,250 000 - 299 999,14
7531,53000,6,Diesel,Automatique,Logan,30 000 - 34 999,17
7532,120000,7,Diesel,Manuelle,Logan,55 000 - 59 999,4
7533,68000,6,Diesel,Manuelle,Logan,120 000 - 129 999,11
7534,175000,6,Diesel,Manuelle,Duster,25 000 - 29 999,4
7535,105000,6,Diesel,Manuelle,Duster,70 000 - 74 999,5
7536,110000,6,Diesel,Manuelle,Duster,190 000 - 199 999,10
7537,58000,6,Essence,Manuelle,Logan,110 000 - 119 999,9
7538,40000,8,Essence,Manuelle,Logan,Plus de 500 000,17
7539,104000,6,Diesel,Manuelle,Logan,0 - 4 999,3
7540,113000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,5
7541,85000,6,Diesel,Manuelle,Dokker,15 000 - 19 999,9
7542,89000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,8
7543,49000,8,Essence,Manuelle,Logan,180 000 - 189 999,15
7544,86000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,6
7545,55000,6,Diesel,Manuelle,Logan,150 000 - 159 999,13
7546,55000,7,Diesel,Manuelle,Logan,95 000 - 99 999,13
7547,115000,7,Diesel,Manuelle,Logan,10 000 - 14 999,3
7548,95000,6,Diesel,Manuelle,Duster,190 000 - 199 999,12
7549,62000,6,Diesel,Manuelle,Logan,150 000 - 159 999,11
7550,62000,6,Diesel,Manuelle,Logan,150 000 - 159 999,11
7551,123000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,5
7552,118000,6,Diesel,Manuelle,Duster,140 000 - 149 999,7
7553,128000,6,Diesel,Manuelle,Logan,20 000 - 24 999,2
7554,45000,8,Essence,Manuelle,Logan,15 000 - 19 999,18
7555,110000,7,Diesel,Manuelle,Dokker,170 000 - 179 999,6
7556,75000,6,Diesel,Manuelle,Logan,140 000 - 149 999,8
7557,116000,6,Diesel,Manuelle,Duster,130 000 - 139 999,7
7558,87000,6,Essence,Manuelle,Dokker,170 000 - 179 999,10
7559,103000,6,Diesel,Manuelle,Duster,120 000 - 129 999,12
7560,155000,6,Diesel,Manuelle,Duster,55 000 - 59 999,4
7561,80000,6,Diesel,Manuelle,Logan,170 000 - 179 999,8
7562,60000,8,Essence,Manuelle,Logan,150 000 - 159 999,10
7563,117000,6,Diesel,Manuelle,Logan,90 000 - 94 999,4
7564,70000,6,Diesel,Manuelle,Logan,100 000 - 109 999,14
7565,85000,6,Diesel,Manuelle,Logan,180 000 - 189 999,7
7566,120000,6,Diesel,Manuelle,Duster,95 000 - 99 999,7
7567,77000,6,Diesel,Manuelle,Logan,10 000 - 14 999,12
7568,54000,6,Essence,Manuelle,Logan,200 000 - 249 999,13
7569,132000,6,Diesel,Manuelle,Duster,35 000 - 39 999,7
7570,54000,6,Diesel,Manuelle,Logan,250 000 - 299 999,17
7571,72000,6,Diesel,Manuelle,Logan,120 000 - 129 999,8
7572,100000,6,Diesel,Manuelle,Duster,5 000 - 9 999,11
7573,56000,6,Diesel,Manuelle,Logan,40 000 - 44 999,16
7574,130000,5,Diesel,Manuelle,Dokker,45 000 - 49 999,4
7575,90000,5,Diesel,Manuelle,Logan,100 000 - 109 999,3
7576,133000,6,Diesel,Manuelle,Duster,80 000 - 84 999,8
7577,49000,8,Essence,Manuelle,Logan,250 000 - 299 999,11
7578,90000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,6
7579,56000,7,Diesel,Manuelle,Logan,200 000 - 249 999,16
7580,102000,6,Diesel,Manuelle,Duster,180 000 - 189 999,9
7581,55000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
7582,105000,7,Diesel,Manuelle,Dokker,130 000 - 139 999,5
7583,85000,7,Diesel,Manuelle,Logan,190 000 - 199 999,8
7584,73000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
7585,80000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,6
7586,109500,5,Diesel,Manuelle,Dokker,90 000 - 94 999,4
7587,40000,6,Essence,Manuelle,Logan,130 000 - 139 999,16
7588,47000,7,Diesel,Manuelle,Logan,110 000 - 119 999,10
7589,63000,6,Diesel,Manuelle,Logan,140 000 - 149 999,11
7590,68000,6,Diesel,Manuelle,Logan,130 000 - 139 999,7
7591,55000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
7592,60000,6,Diesel,Manuelle,Logan,15 000 - 19 999,10
7593,62000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
7594,117000,6,Diesel,Manuelle,Duster,130 000 - 139 999,7
7595,50000,6,Essence,Manuelle,Logan,95 000 - 99 999,16
7596,118000,6,Diesel,Manuelle,Duster,15 000 - 19 999,10
7597,115000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,5
7598,58000,6,Diesel,Manuelle,Logan,450 000 - 499 999,9
7599,89000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,5
7600,89000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,5
7601,63000,6,Diesel,Manuelle,Duster,200 000 - 249 999,12
7602,165000,6,Diesel,Manuelle,Duster,35 000 - 39 999,5
7603,108000,6,Diesel,Manuelle,Logan,100 000 - 109 999,5
7604,57000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
7605,57000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
7606,43000,8,Essence,Manuelle,Logan,30 000 - 34 999,14
7607,58000,6,Diesel,Manuelle,Logan,180 000 - 189 999,16
7608,45000,8,Essence,Manuelle,Logan,35 000 - 39 999,14
7609,76000,6,Diesel,Manuelle,Logan,5 000 - 9 999,9
7610,67000,6,Diesel,Manuelle,Logan,160 000 - 169 999,14
7611,63000,6,Diesel,Manuelle,Logan,350 000 - 399 999,16
7612,41000,7,Essence,Manuelle,Logan,150 000 - 159 999,16
7613,95000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,10
7614,55000,8,Essence,Manuelle,Logan,250 000 - 299 999,13
7615,70000,6,Diesel,Manuelle,Logan,170 000 - 179 999,12
7616,83000,6,Diesel,Manuelle,Logan,170 000 - 179 999,9
7617,110000,6,Diesel,Manuelle,Duster,100 000 - 109 999,9
7618,57000,6,Diesel,Manuelle,Logan,190 000 - 199 999,16
7619,90000,6,Diesel,Manuelle,Logan,140 000 - 149 999,7
7620,48000,6,Diesel,Manuelle,Logan,0 - 4 999,10
7621,68000,6,Diesel,Manuelle,Logan,170 000 - 179 999,11
7622,100000,6,Diesel,Manuelle,Logan,80 000 - 84 999,15
7623,89000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,9
7624,57000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
7625,50000,8,Essence,Manuelle,Logan,190 000 - 199 999,18
7626,53000,8,Essence,Manuelle,Logan,200 000 - 249 999,11
7627,87000,6,Diesel,Manuelle,Logan,180 000 - 189 999,8
7628,87000,6,Diesel,Manuelle,Logan,10 000 - 14 999,8
7629,100000,6,Diesel,Manuelle,Duster,140 000 - 149 999,11
7630,68000,6,Diesel,Manuelle,Logan,150 000 - 159 999,11
7631,50000,6,Diesel,Manuelle,Logan,160 000 - 169 999,15
7632,120000,6,Diesel,Manuelle,Duster,65 000 - 69 999,7
7633,45000,7,Diesel,Manuelle,Logan,10 000 - 14 999,17
7634,98000,6,Diesel,Manuelle,Logan,50 000 - 54 999,5
7635,41000,9,Essence,Manuelle,Logan,0 - 4 999,16
7636,109000,6,Diesel,Manuelle,Duster,140 000 - 149 999,9
7637,120000,6,Diesel,Manuelle,Dokker,70 000 - 74 999,5
7638,45000,8,Essence,Manuelle,Logan,85 000 - 89 999,14
7639,77000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,9
7640,77000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,9
7641,102000,6,Diesel,Automatique,Logan,70 000 - 74 999,6
7642,53000,6,Diesel,Manuelle,Logan,120 000 - 129 999,9
7643,116000,6,Diesel,Manuelle,Logan,35 000 - 39 999,2
7644,68000,6,Diesel,Manuelle,Logan,150 000 - 159 999,11
7645,128000,6,Diesel,Manuelle,Duster,0 - 4 999,7
7646,103000,6,Diesel,Manuelle,Dokker,35 000 - 39 999,7
7647,130000,6,Diesel,Manuelle,Duster,200 000 - 249 999,7
7648,78000,6,Diesel,Manuelle,Logan,250 000 - 299 999,7
7649,62000,6,Diesel,Manuelle,Logan,200 000 - 249 999,13
7650,116000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,5
7651,178000,6,Diesel,Manuelle,Duster,30 000 - 34 999,2
7652,58000,6,Diesel,Manuelle,Logan,110 000 - 119 999,11
7653,178000,6,Diesel,Manuelle,Duster,10 000 - 14 999,2
7654,130000,6,Diesel,Manuelle,Duster,200 000 - 249 999,7
7655,130000,6,Diesel,Manuelle,Duster,200 000 - 249 999,7
7656,75000,6,Diesel,Manuelle,Logan,110 000 - 119 999,10
7657,55000,6,Diesel,Manuelle,Logan,250 000 - 299 999,15
7658,98000,6,Diesel,Manuelle,Dokker,25 000 - 29 999,8
7659,48000,6,Diesel,Manuelle,Logan,350 000 - 399 999,17
7660,82000,6,Diesel,Manuelle,Logan,140 000 - 149 999,7
7661,50000,6,Diesel,Manuelle,Logan,0 - 4 999,14
7662,94000,6,Diesel,Manuelle,Dokker,15 000 - 19 999,10
7663,85000,7,Diesel,Manuelle,Dokker,15 000 - 19 999,9
7664,33000,6,Diesel,Manuelle,Logan,35 000 - 39 999,12
7665,78000,6,Diesel,Manuelle,Logan,110 000 - 119 999,11
7666,98000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,6
7667,70000,6,Diesel,Manuelle,Logan,0 - 4 999,7
7668,47000,8,Essence,Manuelle,Logan,10 000 - 14 999,14
7669,55000,6,Diesel,Automatique,Logan,160 000 - 169 999,13
7670,85000,6,Diesel,Manuelle,Logan,75 000 - 79 999,5
7671,48000,6,Diesel,Manuelle,Logan,250 000 - 299 999,11
7672,67000,6,Diesel,Manuelle,Logan,20 000 - 24 999,11
7673,110000,6,Diesel,Manuelle,Duster,180 000 - 189 999,8
7674,57000,6,Diesel,Manuelle,Logan,Plus de 500 000,9
7675,113000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,4
7676,78000,6,Diesel,Manuelle,Logan,130 000 - 139 999,7
7677,66000,7,Essence,Manuelle,Logan,200 000 - 249 999,8
7678,50000,6,Essence,Manuelle,Logan,50 000 - 54 999,13
7679,120000,6,Diesel,Manuelle,Duster,65 000 - 69 999,7
7680,86000,6,Diesel,Manuelle,Logan,140 000 - 149 999,7
7681,56000,6,Diesel,Manuelle,Logan,0 - 4 999,10
7682,56000,6,Diesel,Manuelle,Logan,0 - 4 999,10
7683,68000,6,Diesel,Manuelle,Logan,160 000 - 169 999,10
7684,82000,6,Diesel,Manuelle,Logan,140 000 - 149 999,8
7685,76000,6,Diesel,Manuelle,Dokker,20 000 - 24 999,9
7686,136000,6,Diesel,Manuelle,Duster,5 000 - 9 999,9
7687,96000,10,Diesel,Manuelle,Duster,180 000 - 189 999,11
7688,96000,10,Diesel,Manuelle,Duster,180 000 - 189 999,11
7689,88000,6,Diesel,Manuelle,Logan,110 000 - 119 999,6
7690,66000,6,Essence,Manuelle,Logan,200 000 - 249 999,8
7691,136000,6,Diesel,Manuelle,Duster,5 000 - 9 999,9
7692,65000,6,Diesel,Manuelle,Logan,200 000 - 249 999,12
